ID,name,dif,time,priority,min.exp,code,urgency
805,"Создать элемент 'Препятствия' для локации 2 уровня 7, объект 6",1,3,1,1,2,1
806,"Создать элемент 'Камни' для локации 2 уровня 7, объект 7",1,1,2,1,2,3
807,"Создать элемент 'Растительность' для локации 2 уровня 7, объект 8",5,5,3,5,2,2
808,"Создать элемент 'Препятствия' для локации 2 уровня 7, объект 9",3,9,2,3,2,2
809,"Создать элемент 'Ландшафт' для локации 2 уровня 7, объект 10",3,9,3,3,3,2
810,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 1",3,3,3,3,2,3
811,"Создать элемент 'Внешний вид' для локации 2 уровня 7, объект 2",3,9,3,3,2,2
812,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 3",5,15,1,5,2,3
813,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 4",5,10,2,5,2,1
814,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 5",4,8,2,4,2,3
815,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 6",4,12,3,4,2,2
816,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 7",3,3,1,3,2,3
817,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 8",2,4,2,2,2,2
818,"Создать элемент 'Звук' для локации 2 уровня 7, объект 9",1,1,1,1,5,2
819,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 10",2,2,3,2,2,3
820,"Создать элемент 'Внешний вид' для локации 2 уровня 7, объект 1",5,5,3,5,2,1
821,"Создать элемент 'Атаки' для локации 2 уровня 7, объект 2",2,4,3,2,1,1
822,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 3",1,1,3,1,2,3
823,"Создать элемент 'Атаки' для локации 2 уровня 7, объект 4",3,6,2,3,1,2
824,"Создать элемент 'Звук' для локации 2 уровня 7, объект 5",1,2,2,1,5,1
825,"Создать элемент 'Внешний вид' для локации 2 уровня 7, объект 6",1,3,3,1,2,2
826,"Создать элемент 'Анимации' для локации 2 уровня 7, объект 7",5,15,2,5,2,2
827,"Создать элемент 'Звук' для локации 2 уровня 7, объект 8",4,8,2,4,5,3
828,"Создать элемент 'Атаки' для локации 2 уровня 7, объект 9",3,6,1,3,1,1
829,"Создать элемент 'Внешний вид' для локации 2 уровня 7, объект 10",3,9,1,3,2,3
830,"Создать элемент 'Тип' для локации 2 уровня 7, объект 1",4,12,3,4,4,1
831,"Создать элемент 'Количество' для локации 2 уровня 7, объект 2",4,12,2,4,4,3
832,"Создать элемент 'Количество' для локации 2 уровня 7, объект 3",5,5,2,5,4,1
833,"Создать элемент 'Количество' для локации 2 уровня 7, объект 4",5,5,3,5,4,1
834,"Создать элемент 'Тип' для локации 2 уровня 7, объект 5",3,3,3,3,4,1
835,"Создать элемент 'Тип' для локации 2 уровня 7, объект 6",4,8,2,4,4,1
836,"Создать элемент 'Количество' для локации 2 уровня 7, объект 7",5,10,3,5,4,2
837,"Создать элемент 'Тип' для локации 2 уровня 7, объект 8",4,8,2,4,4,1
838,"Создать элемент 'Тип' для локации 2 уровня 7, объект 9",4,4,2,4,4,3
839,"Создать элемент 'Количество' для локации 2 уровня 7, объект 10",1,3,2,1,4,3
840,"Создать элемент 'Окружение' для локации 2 уровня 7, объект 1",5,5,1,5,5,2
841,"Создать элемент 'Окружение' для локации 2 уровня 7, объект 2",2,4,3,2,5,3
842,"Создать элемент 'Саундтрек' для локации 2 уровня 7, объект 3",2,2,2,2,5,2
843,"Создать элемент 'Окружение' для локации 2 уровня 7, объект 4",3,9,2,3,5,2
844,"Создать элемент 'Окружение' для локации 2 уровня 7, объект 5",4,8,1,4,5,2
845,"Создать элемент 'Окружение' для локации 2 уровня 7, объект 6",4,8,3,4,5,1
846,"Создать элемент 'Окружение' для локации 2 уровня 7, объект 7",3,3,3,3,5,1
847,"Создать элемент 'Саундтрек' для локации 2 уровня 7, объект 8",2,4,3,2,5,1
848,"Создать элемент 'Окружение' для локации 2 уровня 7, объект 9",3,9,3,3,5,1
849,"Создать элемент 'Окружение' для локации 2 уровня 7, объект 10",1,2,1,1,5,1
850,"Создать элемент 'Камни' для локации 2 уровня 8, объект 1",5,15,2,5,2,2
851,"Создать элемент 'Растительность' для локации 2 уровня 8, объект 2",2,2,1,2,2,1
852,"Создать элемент 'Растительность' для локации 2 уровня 8, объект 3",5,10,2,5,2,2
853,"Создать элемент 'Камни' для локации 2 уровня 8, объект 4",2,6,1,2,2,3
854,"Создать элемент 'Камни' для локации 2 уровня 8, объект 5",1,3,2,1,2,3
855,"Создать элемент 'Ландшафт' для локации 2 уровня 8, объект 6",5,15,1,5,3,1
856,"Создать элемент 'Препятствия' для локации 2 уровня 8, объект 7",1,1,2,1,2,2
857,"Создать элемент 'Ландшафт' для локации 2 уровня 8, объект 8",5,5,3,5,3,2
858,"Создать элемент 'Растительность' для локации 2 уровня 8, объект 9",5,15,2,5,2,3
859,"Создать элемент 'Растительность' для локации 2 уровня 8, объект 10",5,5,2,5,2,3
860,"Создать элемент 'Звук' для локации 2 уровня 8, объект 1",5,5,1,5,5,1
861,"Создать элемент 'Звук' для локации 2 уровня 8, объект 2",3,3,3,3,5,1
862,"Создать элемент 'Внешний вид' для локации 2 уровня 8, объект 3",3,3,3,3,2,2
